Date	dow_price_soft_max	bit_price_log_norm
2015-01-12	0.662773122598548	0.5648922801055426
2015-01-13	0.6617527109849415	0.5377303054097359
2015-01-14	0.654742453143157	0.5090147906098378
2015-01-15	0.6507457157552529	0.5324927085481609
2015-01-16	0.6579163991342281	0.5431959542781589
2015-01-20	0.6580539067375344	0.5497522210776635
2015-01-21	0.6595210302099695	0.5507989595725121
2015-01-22	0.6692780587833733	0.5507989595725121
2015-01-23	0.6639663579758729	0.5460577456876023
2015-01-26	0.664195537314717	0.5644968856850098
2015-01-27	0.6532441462524857	0.5633172582171049
2015-01-28	0.6458863623640938	0.5527065625212323
2015-01-29	0.6543577324169666	0.5559578281397761
2015-01-30	0.6448937528342158	0.5534176999015992
2015-02-02	0.652260929318462	0.5562049775426318
2015-02-03	0.6637334215986875	0.5495252112025052
2015-02-04	0.6639821375369083	0.5508662668544149
2015-02-05	0.6719417989676411	0.5469940368948037
2015-02-06	0.669665409436403	0.5499696743398448
2015-02-09	0.6660932173811114	0.5468027991170189
2015-02-10	0.6713361643869584	0.548336512311796
2015-02-11	0.6710874484487377	0.547040625694914
2015-02-12	0.6752292075166315	0.5527506043483591
2015-02-13	0.6769938884257295	0.5604967280957539
2015-02-17	0.6780545003495925	0.5578304698045121
2015-02-18	0.6773883774516084	0.5553115527235503
2015-02-19	0.6757322749505856	0.5587602283431786
2015-02-20	0.6815432861536982	0.5591413401008215
2015-02-23	0.6806566251050562	0.5559236913303283
2015-02-24	0.6841262500136193	0.5560345940453382
2015-02-25	0.6847040825105732	0.5551998574106379
2015-02-26	0.6843227431188903	0.561600458965423
2015-02-27	0.6812524913860504	0.561918793383187
2015-03-02	0.6871108412722685	0.5707932046978024
2015-03-03	0.6839075903821321	0.5719661493755249
2015-03-04	0.6799074716597207	0.5690830101142043
2015-03-05	0.6813659539439698	0.5690792607600228
2015-03-06	0.6708860711936223	0.5696028285056346
2015-03-09	0.6761061002655852	0.5778837867117942
2015-03-10	0.6636034280720645	0.577030995373621
2015-03-11	0.6625683640089253	0.5770171259112662
2015-03-12	0.6723302767321732	0.5759854951315483
2015-03-13	0.6668483820877938	0.5742187223063034
2015-03-16	0.6754185622490533	0.576999786420064
2015-03-17	0.6705967792413112	0.5745745436047931
2015-03-18	0.6791293890191538	0.5647710850255462
2015-03-19	0.674727642898014	0.5665240305373975
2015-03-20	0.6810627609497943	0.5643045048291953
2015-03-23	0.6806265687983226	0.5676443940120655
2015-03-24	0.6766854355778757	0.5588929511832519
2015-03-25	0.6656923413900516	0.5596980045090142
2015-03-26	0.664177879234511	0.5609120337419007
2015-03-27	0.6654714275355594	0.5623764107833341
2015-03-30	0.6753768591234605	0.5602475452903786
2015-03-31	0.6678556440672044	0.5584942613219963
2015-04-01	0.6649274083836808	0.5594014964691848
2015-04-02	0.6673717375287931	0.5624684877208419
2015-04-06	0.6717903903224703	0.5628798116043887
2015-04-07	0.6715863831405158	0.5625964560903013
2015-04-08	0.6726041648272832	0.5586439534438365
2015-04-09	0.6747163717829889	0.5566720639889218
2015-04-10	0.6784328341106021	0.5549976344679188
2015-04-13	0.6754042855033549	0.5476860071422222
2015-04-14	0.6776457345780151	0.5487770378995197
2015-04-15	0.6804977023832022	0.5511753072577886
2015-04-16	0.6802407209606297	0.5510276226159775
2015-04-17	0.6697409259070711	0.549734078944057
2015-04-20	0.677579234999367	0.5508752377902084
2015-04-21	0.6743729784785573	0.5549674816855398
2015-04-22	0.6777047200799798	0.5543018460216294
2015-04-23	0.6784719073093556	0.5528914100216796
2015-04-24	0.679277792033651	0.5525434415382044
2015-04-27	0.6776934489649548	0.5499425181239933
2015-04-28	0.6804049035361619	0.5494160660113886
2015-04-29	0.6776017772294172	0.5505652817911281
2015-04-30	0.6702751767592614	0.5556672989588528
2015-05-01	0.6771708449316238	0.5546308866537115
2015-05-04	0.6789118564991692	0.5548597200578897
2015-05-05	0.6735693479772671	0.5548424675843868
2015-05-06	0.6703300295190503	0.5520569346022419
2015-05-07	0.6734138065899204	0.5557699335727033
2015-05-08	0.6834469774814393	0.5594303616492218
2015-05-11	0.6802181787305793	0.5573476515113739
2015-05-12	0.6788303287671542	0.5582526257562217
2015-05-13	0.6785395339995064	0.5557528350030253
2015-05-14	0.6857436550197227	0.5557143526955282
2015-05-15	0.6865070852107568	0.5556801339577362
2015-05-18	0.6874959377022931	0.5544058687734711
2015-05-19	0.6880035135822572	0.5537801284826036
2015-05-20	0.6869894889338315	0.5544708289441976
2015-05-21	0.6870022628641933	0.5553759365073846
2015-05-22	0.6849839818670301	0.5566847726743528
2015-05-26	0.6778275752337536	0.5560644317939223
2015-05-27	0.6823904982997524	0.5560175399676787
2015-05-28	0.6810052782631663	0.5552814929876128
2015-05-29	0.6766681532015039	0.5551095522249315
2015-06-01	0.6777836178851556	0.5496296987535978
2015-06-02	0.6767154918846093	0.5505247829360044
2015-06-03	0.6791323946498271	0.5506417356055968
2015-06-04	0.6727195059043737	0.5497431504158548
2015-06-05	0.6706110559870097	0.5502318108405889
2015-06-08	0.6674960954979033	0.5517950268019992
2015-06-09	0.6674017938355267	0.552269515117921
2015-06-10	0.6762819296599768	0.5523888964585172
2015-06-11	0.6777460475017385	0.5521056902760964
2015-06-12	0.6724662815201429	0.5523933152965464
2015-06-15	0.6684210783376308	0.5562773040834992
2015-06-16	0.6726781784826149	0.5616367753008076
2015-06-17	0.6738526286682315	0.5591537436184933
2015-06-18	0.6806190547216392	0.5609770259481142
2015-06-19	0.6768661491221117	0.5573644837680479
2015-06-22	0.6807670820323023	0.5588597867261167
2015-06-23	0.6816796666455021	0.5582526257562217
2015-06-24	0.67499213839727	0.5575452546036803
2015-06-25	0.6721476846687664	0.5575578545264076
2015-06-26	0.6742636486628137	0.5582484545814133
2015-06-29	0.6611016162403242	0.5672137709501027
2015-06-30	0.6619717463202627	0.5654222726861032
2015-07-01	0.6671714873851802	0.5644655014401231
2015-07-02	0.6661270307261867	0.5626284230108687
2015-07-06	0.6643788807857922	0.5676519992433519
2015-07-07	0.6678853246701039	0.5678077811432807
2015-07-08	0.6580610451103837	0.5686094983629851
2015-07-09	0.6593083818398292	0.5690717616364923
2015-07-10	0.6672654133437228	0.5762478806674981
2015-07-13	0.6754283305487417	0.5751448101665457
2015-07-14	0.6782799226500947	0.5761639910076839
2015-07-15	0.6781518076426425	0.5746916916595123
2015-07-16	0.6807847401125083	0.5707083753077996
2015-07-17	0.6795148611530126	0.572075421752708
2015-07-20	0.6800393437055143	0.5721882131964917
2015-07-21	0.6732345958610212	0.5709736923163422
2015-07-22	0.6706704171928086	0.5714985954151559
2015-07-23	0.6661950331201715	0.5715864258556077
2015-07-24	0.6600564081736623	0.5753882335437139
2015-07-27	0.6552496533192871	0.5784802693789146
2015-07-28	0.6623760036458299	0.5765095902416791
2015-07-29	0.6669265284853011	0.5763735854086245
2015-07-30	0.6667232727110151	0.5741260042601174
2015-07-31	0.6646148227936511	0.5727900716098862
2015-08-03	0.6611711214496457	0.5735535613740457
2015-08-04	0.6593861525335024	0.5737184693516622
2015-08-05	0.6590021832149804	0.5725185891213708
2015-08-06	0.6544666865288761	0.5717582074796742
2015-08-07	0.6527245478498283	0.5717289885604077
2015-08-10	0.6618086908562327	0.5676748115216451
2015-08-11	0.653831371345294	0.5682283372061651
2015-08-12	0.6538189731187664	0.5667122575851079
2015-08-13	0.6540346271195802	0.5665855307863437
2015-08-14	0.6566326191328681	0.5675568929049697
2015-08-17	0.6591791397208746	0.5629793968264207
2015-08-18	0.6579077579460422	0.5544058687734711
2015-08-19	0.6517984378985983	0.5543755398056806
2015-08-20	0.6383467378199634	0.5545617034540616
2015-08-21	0.6183991184485236	0.5538542015694434
2015-08-24	0.5962927048459408	0.5432443174672941
2015-08-25	0.5885941575799564	0.5498700660379341
2015-08-26	0.6118528548419395	0.5502408379767624
2015-08-27	0.6257260946225135	0.5506552214843511
2015-08-28	0.6252842669135291	0.5536798259065625
2015-08-31	0.6209644242282385	0.5523093244882402
2015-09-01	0.6033183665449261	0.5516393380713582
2015-09-02	0.6143276159976195	0.5513986635697001
2015-09-03	0.6152060115619098	0.5523225908123673
